TRIP_ID,LATITUDE,LONGITUDE
T246,41.16297999,-8.675513357
T247,41.1719935,-8.687753162
T248,41.15424187,-8.646789394
T249,41.15293762,-8.632350656
T250,41.16597481,-8.579449681
T251,41.17373037,-8.605122051
T252,41.15995003,-8.640650042
T253,41.1730616,-8.567321199
T254,41.14772184,-8.609169194
T255,41.13800593,-8.62369011
T256,41.14730163,-8.607942569
T257,41.15250055,-8.628731911
T258,41.14903931,-8.607543151
T259,41.14591842,-8.613511747
T260,41.21260166,-8.653896747
T261,41.09154632,-8.64962914
T262,41.18181181,-8.60937423
T263,41.15357678,-8.605467383
T264,41.14825212,-8.60597676
T265,41.15593207,-8.678762766
T266,41.14983371,-8.614080762
T267,41.15436535,-8.602498959
T268,41.15277094,-8.631709852
T269,41.13827496,-8.611035897
T270,41.16182348,-8.651044935
T271,41.14680155,-8.614834333
T272,41.17701123,-8.681049249
T273,41.15385781,-8.610027896
T274,41.1528007,-8.629852579
T275,41.15284778,-8.637352938
T276,41.17853233,-8.65614444
T277,41.16636758,-8.665656417
T278,41.15171478,-8.655461356
T279,41.14805596,-8.613986556
T280,41.15800126,-8.601522307
T281,41.14808928,-8.611208867
T282,41.14532927,-8.610922623
T283,41.14790743,-8.601477709
T284,41.15138891,-8.609768781
T285,41.17615425,-8.60110294
T286,41.1262875,-8.59962243
T287,41.17802285,-8.687371638
T288,41.15323303,-8.600633487
T289,41.17310496,-8.647204269
T290,41.15099733,-8.606993594
T291,41.16055782,-8.608237698
T292,41.17800137,-8.599036955
T293,41.15116545,-8.609768332
T294,41.15088622,-8.600267444
T295,41.06322673,-8.641874738
T296,41.15160317,-8.642812916
T297,41.16544468,-8.605290476
T298,41.16199212,-8.613956762
T299,41.23673934,-8.66963626
T300,41.1987398,-8.631911228
T301,41.23160746,-8.667730895
T302,41.14681061,-8.602080617
T303,41.17670583,-8.611378649
T304,41.16445628,-8.640893377
T305,41.15788335,-8.628014789
T306,41.1588574,-8.633443754
T307,41.1614347,-8.60467192
T308,41.17337957,-8.555598438
T309,41.15547213,-8.587518121
T310,41.1553245,-8.679196139
T311,41.15881517,-8.594583462
T312,41.17315852,-8.633112247
T313,41.16939967,-8.661799571
T314,41.15956755,-8.604479152
T315,41.15235385,-8.620942767
T316,41.14737006,-8.587915682
T317,41.14055777,-8.63600841
T318,41.15145601,-8.677631811
T319,41.17357528,-8.684928255
T320,41.14899873,-8.585838794
T321,41.238099,-8.667468
T322,41.19869311,-8.600913753
T323,41.15083591,-8.593662094
T324,41.15259443,-8.629926379
T325,41.15430305,-8.643832267
T326,41.16829347,-8.570254044
T327,41.19051993,-8.592863003
