TRIP_ID,LATITUDE,LONGITUDE
T222,41.1444877924,-8.60612641883
T223,41.1624623182,-8.6517525
T224,41.188708125,-8.5874263125
T225,41.150241,-8.640216
T226,41.15956002,-8.63903562
T227,41.1482739849,-8.60817447413
T228,41.1595151653,-8.59282232396
T229,41.2358876206,-8.66932660588
T230,41.1524619429,-8.62681570714
T231,41.1535540086,-8.60819924261
T232,41.1911235,-8.63818734375
T233,41.1608030911,-8.60983105213
T234,41.1530531875,-8.6261208125
T235,41.147090764,-8.65865411798
T236,41.1468680791,-8.60925926382
T237,41.1595616495,-8.60449062062
T238,41.120688,-8.5849128
T239,41.1655005,-8.6382585
T240,41.1547359115,-8.67363433269
T241,41.1434335788,-8.61205646636
T242,41.1596899364,-8.60176718182
T243,41.1642235921,-8.62299393326
T244,41.1803573489,-8.66712837363
T245,41.1709003657,-8.61272321734
T246,41.16287955,-8.674857825
T247,41.1717597538,-8.68761215949
T248,41.154401775,-8.645716275
T249,41.1533453571,-8.63116127679
T250,41.1660445079,-8.57946948357
T251,41.1819975,-8.6178915
T252,41.1598281521,-8.6404291766
T253,41.1729062353,-8.56726673529
T254,41.1475171402,-8.60878373478
T255,41.1380076019,-8.62378500747
T256,41.147242482,-8.60792409447
T257,41.152551975,-8.6283675
T258,41.1496605,-8.6074355
T259,41.146092,-8.611812
T260,41.215977,-8.6551965
T261,41.091519375,-8.649757125
T262,41.1816187059,-8.60938729412
T263,41.1535994737,-8.60529161404
T264,41.1483056998,-8.60617712169
T265,41.155688899,-8.67819591346
T266,41.1498389343,-8.61408944337
T267,41.1527561786,-8.60245268143
T268,41.152653359,-8.63115758333
T269,41.1389947059,-8.60936229412
T270,41.1618225,-8.6517088125
T271,41.1467643361,-8.61499166754
T272,41.1771447931,-8.68118074594
T273,41.1546569727,-8.60975558182
T274,41.15245725,-8.62803225
T275,41.1524745,-8.6363955
T276,41.17792275,-8.655436125
T277,41.1662984318,-8.66557707955
T278,41.1519316364,-8.65437556364
T279,41.1471891,-8.6169573
T280,41.1580820882,-8.60160520046
T281,41.14882341,-8.61071139
T282,41.1454182698,-8.6109181476
T283,41.147924625,-8.60195475
T284,41.150735175,-8.61011607273
T285,41.176368,-8.601318
T286,41.1236055,-8.60367
T287,41.1779508709,-8.6873374673
T288,41.152784625,-8.5995855
T289,41.17342725,-8.64807975
T290,41.1508977906,-8.60727807168
T291,41.1601305466,-8.60797163108
T292,41.177898375,-8.599023375
T293,41.1512174099,-8.60974809325
T294,41.1508987623,-8.60025278886
T295,41.062698,-8.6408685
T296,41.1528735,-8.6439555
T297,41.165448325,-8.60600035
T298,41.16223675,-8.61547753571
T299,41.2371721051,-8.66975931541
T300,41.20304325,-8.613849
T301,41.23476675,-8.667162
T302,41.1792088065,-8.58031867742
T303,41.171879837,-8.61344478727
T304,41.164910375,-8.64155995
T305,41.1580987347,-8.62799214448
T306,41.158399275,-8.63206871029
T307,41.1614237497,-8.60469159272
T308,41.1734453333,-8.55534316667
T309,41.155538625,-8.587138125
T310,41.1552503467,-8.67914311083
T311,41.158429466,-8.59496377671
T312,41.1702975,-8.6345955
T313,41.1695743065,-8.66194591935
T314,41.1595616495,-8.60449062062
T315,41.154075,-8.6211345
T316,41.1473616497,-8.58787080087
T317,41.1405838391,-8.63603216792
T318,41.1515342113,-8.67767317394
T319,41.1734663584,-8.68485264851
T320,41.1489888632,-8.58583281668
T321,41.1430503273,-8.53459044545
T322,41.1997014474,-8.60056094901
T323,41.1504705,-8.595189
T324,41.1526211431,-8.62989113976
T325,41.1514385625,-8.631725625
T326,41.1677076754,-8.56927157018
T327,41.189787,-8.594451
